SID,Name,ISO_TIME,BASIN,SUBBASIN,NATURE
1954264N17256,NOT_NAMED,21/09/1954 00:00,EP,MM,TS
1954268N14284,GILDA,24/09/1954 18:00,NA,CS,TS
1954268N29304,NOT_NAMED,25/09/1954 06:00,NA,NA,TS
1954270N14264,NOT_NAMED,27/09/1954 00:00,EP,MM,TS
1954278N12302,HAZEL,05/10/1954 06:00,NA,NA,TS
1954285N13265,NOT_NAMED,12/10/1954 06:00,EP,MM,TS
1954300N13269,NOT_NAMED,26/10/1954 12:00,EP,MM,TS
1954321N24317,NOT_NAMED,16/11/1954 18:00,NA,NA,TS
1954364N22309,ALICE,30/12/1954 06:00,NA,NA,TS
1955157N14251,NOT_NAMED,06/06/1955 00:00,EP,MM,TS
1955159N11251,NOT_NAMED,08/06/1955 00:00,EP,MM,TS
1955188N16261,NOT_NAMED,06/07/1955 12:00,EP,MM,TS
1955212N28273,BRENDA,31/07/1955 06:00,NA,GM,TS
1955215N15320,CONNIE,03/08/1955 06:00,NA,NA,TS
1955219N16319,DIANE,07/08/1955 06:00,NA,NA,TS
1955234N11318,EDITH,21/08/1955 12:00,NA,NA,TS
1955238N25275,NOT_NAMED,25/08/1955 18:00,NA,GM,TS
1955244N18256,NOT_NAMED,01/09/1955 00:00,EP,MM,TS
1955245N19329,FLORA,02/09/1955 06:00,NA,NA,TS
1955247N20267,GLADYS,03/09/1955 18:00,NA,GM,TS
1955253N14319,IONE,10/09/1955 06:00,NA,NA,TS
1955255N19294,HILDA,12/09/1955 00:00,NA,NA,TS
1955265N13307,JANET,21/09/1955 12:00,NA,NA,TS
1955267N20315,NOT_NAMED,23/09/1955 12:00,NA,NA,TS
1955274N19254,NOT_NAMED,01/10/1955 00:00,EP,MM,TS
1955283N29318,NOT_NAMED,10/10/1955 06:00,NA,NA,TS
1955288N13281,KATIE,14/10/1955 18:00,NA,CS,TS
1955289N15256,NOT_NAMED,15/10/1955 18:00,EP,MM,TS
1956140N13247,NOT_NAMED,18/05/1956 12:00,EP,MM,TS
1956151N16256,NOT_NAMED,30/05/1956 00:00,EP,MM,TS
1956159N34285,NOT_NAMED,07/06/1956 06:00,NA,NA,TS
1956161N17255,NOT_NAMED,09/06/1956 06:00,EP,MM,TS
1956164N20269,NOT_NAMED,12/06/1956 00:00,NA,GM,TS
1956165N13263,NOT_NAMED,12/06/1956 12:00,EP,MM,TS
1956191N18252,NOT_NAMED,09/07/1956 00:00,EP,MM,TS
1956197N17238,NOT_NAMED,14/07/1956 12:00,EP,MM,TS
1956208N21268,ANNA,25/07/1956 18:00,NA,GM,TS
1956222N13313,BETSY,09/08/1956 06:00,NA,NA,TS
1956236N17247,NOT_NAMED,22/08/1956 12:00,EP,MM,TS
1956247N18235,NOT_NAMED,03/09/1956 00:00,EP,MM,TS
1956248N16245,NOT_NAMED,04/09/1956 00:00,EP,MM,TS
1956251N25285,CARLA,07/09/1956 00:00,NA,NA,TS
1956254N20269,DORA,10/09/1956 06:00,NA,GM,TS
1956256N24284,ETHEL,11/09/1956 18:00,NA,NA,TS
1956257N17255,NOT_NAMED,12/09/1956 12:00,EP,MM,TS
1956265N18274,FLOSSY,20/09/1956 18:00,NA,CS,TS
1956283N15314,NOT_NAMED,09/10/1956 06:00,NA,NA,TS
1956289N23280,NOT_NAMED,14/10/1956 12:00,NA,NA,TS
1956291N18245,NOT_NAMED,16/10/1956 12:00,EP,MM,TS
1956305N20285,GRETA,31/10/1956 00:00,NA,CS,TS
1956324N25313,NOT_NAMED,19/11/1956 00:00,NA,NA,TS
1957159N25271,NOT_NAMED,08/06/1957 06:00,NA,GM,TS
1957176N21267,AUDREY,24/06/1957 12:00,NA,GM,TS
1957196N12252,KANOA,15/07/1957 00:00,EP,MM,TS
1957218N18234,NOT_NAMED,06/08/1957 00:00,EP,MM,TS
1957220N27273,BERTHA,08/08/1957 00:00,NA,GM,TS
1957221N14252,NOT_NAMED,09/08/1957 00:00,EP,MM,TS
1957244N15210,DELLA,01/09/1957 00:00,EP,CP,TS
1957245N13339,CARRIE,02/09/1957 06:00,NA,NA,TS
1957250N24270,DEBBIE,07/09/1957 06:00,NA,GM,TS
1957252N15221,NOT_NAMED,09/09/1957 00:00,EP,MM,TS
1957259N21267,ESTHER,16/09/1957 00:00,NA,GM,TS
1957260N15261,NOT_NAMED,17/09/1957 00:00,EP,MM,TS
1957264N20251,NOT_NAMED,20/09/1957 12:00,EP,MM,TS
1957264N32294,FRIEDA,20/09/1957 12:00,NA,NA,TS
1957268N12198,NOT_NAMED,25/09/1957 00:00,EP,CP,TS
1957270N14260,NOT_NAMED,26/09/1957 18:00,EP,MM,TS
1957275N17241,NOT_NAMED,01/10/1957 12:00,EP,MM,TS
1957291N13257,NOT_NAMED,17/10/1957 12:00,EP,MM,TS
1957294N16247,NOT_NAMED,20/10/1957 12:00,EP,MM,TS
1957296N23302,NOT_NAMED,23/10/1957 00:00,NA,NA,TS
1957333N12198,NINA,29/11/1957 00:00,EP,CP,TS
1958145N25280,NOT_NAMED,25/05/1958 00:00,NA,NA,TS
1958157N12262,NOT_NAMED,06/06/1958 00:00,EP,MM,TS
1958164N13268,NOT_NAMED,13/06/1958 00:00,EP,MM,TS
1958165N21266,ALMA,14/06/1958 06:00,NA,GM,TS
1958200N18232,NOT_NAMED,19/07/1958 00:00,EP,MM,TS
1958203N19235,NOT_NAMED,21/07/1958 12:00,EP,MM,TS
1958208N16260,NOT_NAMED,26/07/1958 12:00,EP,MM,TS
1958213N17247,NOT_NAMED,31/07/1958 12:00,EP,MM,TS
1958219N20207,NOT_NAMED,07/08/1958 00:00,EP,CP,TS
1958221N17340,BECKY,08/08/1958 12:00,NA,NA,TS
1958223N12340,CLEO,11/08/1958 06:00,NA,NA,TS
1958225N17238,NOT_NAMED,13/08/1958 00:00,EP,MM,TS
1958236N25287,DAISY,23/08/1958 18:00,NA,NA,TS
1958242N13302,ELLA,30/08/1958 06:00,NA,NA,TS
1958248N10315,FIFI,04/09/1958 12:00,NA,NA,TS
1958250N18248,NOT_NAMED,06/09/1958 12:00,EP,MM,TS
1958254N21252,NOT_NAMED,11/09/1958 00:00,EP,MM,TS
1958257N17293,GERDA,14/09/1958 06:00,NA,CS,TS
1958264N17308,HELENE,21/09/1958 06:00,NA,NA,TS
1958267N18309,ILSA,24/09/1958 06:00,NA,NA,TS
1958273N16260,NOT_NAMED,30/09/1958 00:00,EP,MM,TS
1958278N19279,JANICE,04/10/1958 12:00,NA,CS,TS
1958288N15248,NOT_NAMED,14/10/1958 12:00,EP,MM,TS
1958289N21291,NOT_NAMED,15/10/1958 18:00,NA,NA,TS
1958302N18252,NOT_NAMED,29/10/1958 00:00,EP,MM,TS
1959148N23274,ARLENE,28/05/1959 06:00,NA,GM,TS
1959161N17254,NOT_NAMED,10/06/1959 00:00,EP,MM,TS
1959167N21265,BEULAH,15/06/1959 18:00,NA,GM,TS
1959169N26274,NOT_NAMED,18/06/1959 00:00,NA,GM,TS
1959177N17256,NOT_NAMED,26/06/1959 00:00,EP,MM,TS
1959186N32281,CINDY,04/07/1959 12:00,NA,NA,TS
1959197N12242,NOT_NAMED,16/07/1959 00:00,EP,MM,TS
1959203N16240,NOT_NAMED,22/07/1959 00:00,EP,MM,TS
1959204N28269,DEBRA,22/07/1959 18:00,NA,GM,TS
1959210N13262,NOT_NAMED,29/07/1959 00:00,EP,MM,TS
1959214N16219,DOT,01/08/1959 18:00,EP,CP,TS
1959214N35284,NOT_NAMED,02/08/1959 00:00,NA,NA,TS
1959217N26230,NOT_NAMED,04/08/1959 12:00,EP,MM,TS
1959230N14302,EDITH,18/08/1959 00:00,NA,NA,TS
1959232N19249,NOT_NAMED,19/08/1959 18:00,EP,MM,TS
1959239N18232,NOT_NAMED,27/08/1959 00:00,EP,MM,TS
1959240N34306,NOT_NAMED,28/08/1959 06:00,NA,NA,TS
1959247N13266,NOT_NAMED,04/09/1959 00:00,EP,MM,TS
1959249N19181,PATSY,06/09/1959 12:00,EP,CP,TS
1959252N17314,FLORA,09/09/1959 06:00,NA,NA,TS
1959252N32293,NOT_NAMED,09/09/1959 00:00,NA,NA,TS
1959264N20292,GRACIE,20/09/1959 12:00,NA,NA,TS
1959265N16241,NOT_NAMED,21/09/1959 12:00,EP,MM,TS
1959269N19214,WANDA,26/09/1959 00:00,EP,CP,TS
1959271N27310,HANNAH,27/09/1959 12:00,NA,NA,TS
1959280N23268,IRENE,06/10/1959 18:00,NA,GM,TS
1959287N14287,JUDITH,14/10/1959 06:00,NA,CS,TS
1959292N19249,NOT_NAMED,19/10/1959 00:00,EP,MM,TS
1959296N12265,NOT_NAMED,22/10/1959 12:00,EP,MM,TS
1960161N14265,ANNETTE,09/06/1960 00:00,EP,MM,TS
1960174N14257,BONNY,22/06/1960 00:00,EP,MM,TS
1960174N19267,NOT_NAMED,22/06/1960 06:00,NA,GM,TS
1960192N12304,ABBY,09/07/1960 12:00,NA,NA,TS
1960202N16257,CELESTE,20/07/1960 00:00,EP,MM,TS
1960210N28275,BRENDA,27/07/1960 18:00,NA,GM,TS
1960230N15260,DIANA,17/08/1960 00:00,EP,MM,TS
1960231N26285,CLEO,17/08/1960 18:00,NA,NA,TS
1960242N12269,ESTELLE,29/08/1960 00:00,EP,MM,TS
1960243N10337,DONNA,29/08/1960 18:00,NA,NA,TS
1960245N23311,NOT_NAMED,01/09/1960 00:00,NA,NA,TS
1960247N12268,FERNANDA,03/09/1960 00:00,EP,MM,TS
1960257N22267,ETHEL,12/09/1960 18:00,NA,GM,TS
1960261N21296,FLORENCE,17/09/1960 06:00,NA,NA,TS
1960296N18255,HYACINTH,21/10/1960 12:00,EP,MM,TS
1961161N13260,IVA,09/06/1961 12:00,EP,MM,TS
1961192N17248,JOANNE,10/07/1961 12:00,EP,MM,TS
1961196N14262,LIZA,15/07/1961 00:00,EP,MM,TS
1961196N17253,KATHLEEN,14/07/1961 12:00,EP,MM,TS
1961201N12300,ANNA,20/07/1961 00:00,NA,CS,TS
1961216N17244,NAOMI,04/08/1961 00:00,EP,MM,TS
1961245N13318,BETSY,02/09/1961 06:00,NA,NA,TS
1961247N13283,CARLA,03/09/1961 12:00,NA,CS,TS
1961250N15336,DEBBIE,06/09/1961 18:00,NA,NA,TS
1961250N17248,ORLA,06/09/1961 12:00,EP,MM,TS
1961254N12328,ESTHER,10/09/1961 18:00,NA,NA,TS
1961256N26282,NOT_NAMED,12/09/1961 12:00,NA,NA,TS
1961273N16303,FRANCES,30/09/1961 06:00,NA,NA,TS
1961276N21222,PAULINE,03/10/1961 00:00,EP,MM,TS
1961277N12235,REBECCA,03/10/1961 12:00,EP,MM,TS
1961289N18283,GERDA,16/10/1961 00:00,NA,CS,TS
1961301N12279,HATTIE,27/10/1961 12:00,NA,CS,TS
1961305N14268,SIMONE,01/11/1961 06:00,EP,MM,TS
1961306N17298,JENNY,01/11/1961 12:00,NA,CS,TS
1961309N21265,INGA,05/11/1961 00:00,NA,GM,TS
1961314N15257,TARA,10/11/1961 00:00,EP,MM,TS
1962175N17256,VALERIE,24/06/1962 00:00,EP,MM,TS
1962189N20249,WILLA,08/07/1962 00:00,EP,MM,TS
1962229N15247,AVA,16/08/1962 12:00,EP,MM,TS
1962233N19228,NOT_NAMED,20/08/1962 12:00,EP,MM,TS
1962239N16341,BECKY,27/08/1962 06:00,NA,NA,TS
1962239N25280,ALMA,26/08/1962 12:00,NA,NA,TS
1962241N18220,NOT_NAMED,29/08/1962 00:00,EP,MM,TS
1962245N20252,BERNICE,02/09/1962 00:00,EP,MM,TS
1962255N16314,CELIA,12/09/1962 00:00,NA,NA,TS
1962263N17253,CLAUDIA,20/09/1962 00:00,EP,MM,TS
1962269N17251,NOT_NAMED,26/09/1962 00:00,EP,MM,TS
1962272N15311,DAISY,29/09/1962 06:00,NA,NA,TS
1962274N14256,DOREEN,01/10/1962 00:00,EP,MM,TS
1962288N22289,ELLA,14/10/1962 18:00,NA,NA,TS
1963180N15260,EMILY,29/06/1963 00:00,EP,MM,TS
1963196N18250,FLORENCE,14/07/1963 12:00,EP,MM,TS
1963201N14244,GLENDA,19/07/1963 12:00,EP,MM,TS
1963213N11321,ARLENE,31/07/1963 18:00,NA,NA,TS
1963214N13213,NOT_NAMED,02/08/1963 00:00,EP,CP,TS
1963233N14311,BEULAH,20/08/1963 12:00,NA,NA,TS
1963252N13264,JEN-KATH,09/09/1963 00:00,EP,MM,TS
1963253N31294,NOT_NAMED,10/09/1963 06:00,NA,NA,TS
1963255N19235,IRAH,12/09/1963 00:00,EP,MM,TS
1963260N27266,CINDY,16/09/1963 12:00,NA,GM,TS
1963262N14322,DEBRA,19/09/1963 06:00,NA,NA,TS
1963267N11308,EDITH,23/09/1963 12:00,NA,NA,TS
1963268N17257,LILLIAN,24/09/1963 12:00,EP,MM,TS
1963270N08327,FLORA,26/09/1963 12:00,NA,NA,TS
1963290N21288,GINNY,16/10/1963 12:00,NA,NA,TS
1963291N15249,MONA,17/10/1963 12:00,EP,MM,TS
1963299N15301,HELENA,25/10/1963 12:00,NA,NA,TS
1964155N18274,NOT_NAMED,02/06/1964 12:00,NA,CS,TS
1964188N17255,NATALIE,06/07/1964 00:00,EP,MM,TS
1964197N15248,ODESSA,15/07/1964 00:00,EP,MM,TS
1964202N12248,PRUDENCE,20/07/1964 00:00,EP,MM,TS
1964210N19317,NOT_NAMED,28/07/1964 06:00,NA,NA,TS
1964219N27272,ABBY,05/08/1964 18:00,NA,GM,TS
1964221N32291,BRENDA,07/08/1964 18:00,NA,NA,TS
1964234N13316,CLEO,20/08/1964 18:00,NA,NA,TS
1964234N20244,ROSALYN:ROSLYN,21/08/1964 00:00,EP,MM,TS
1964242N14342,DORA,28/08/1964 12:00,NA,NA,TS
1964248N18325,ETHEL,04/09/1964 06:00,NA,NA,TS
1964250N16340,FLORENCE,05/09/1964 18:00,NA,NA,TS
1964251N20251,TILLIE,07/09/1964 00:00,EP,MM,TS
1964257N15316,GLADYS,13/09/1964 06:00,NA,NA,TS
1964273N21280,HILDA,28/09/1964 12:00,NA,CS,TS
1964283N13280,ISBELL,08/10/1964 12:00,NA,CS,TS
1964310N11280,NOT_NAMED,05/11/1964 00:00,NA,CS,TS
1965155N12253,VICTORIA,04/06/1965 00:00,EP,MM,TS
1965162N13269,NOT_NAMED,11/06/1965 06:00,EP,MM,TS
1965168N15262,WALLIE,17/06/1965 00:00,EP,MM,TS
1965180N15250,AVA,29/06/1965 00:00,EP,MM,TS
1965182N12264,BERNICE,30/06/1965 12:00,EP,MM,TS
1965220N22248,CLAUDIA,07/08/1965 12:00,EP,MM,TS
1965233N14248,DOREEN,21/08/1965 00:00,EP,MM,TS
1965233N32308,ANNA,21/08/1965 06:00,NA,NA,TS
1965239N11310,BETSY,27/08/1965 00:00,NA,NA,TS
1965242N17252,EMILY,30/08/1965 00:00,EP,MM,TS
1965251N16248,FLORENCE,08/09/1965 00:00,EP,MM,TS
1965257N12248,GLENDA,13/09/1965 12:00,EP,MM,TS
1965259N13340,CAROL,16/09/1965 06:00,NA,NA,TS
1965267N19250,HAZEL,24/09/1965 00:00,EP,MM,TS
1965268N18275,DEBBIE,24/09/1965 12:00,NA,CS,TS
1965286N16315,ELENA,12/10/1965 12:00,NA,NA,TS
1966155N13276,ALMA,04/06/1966 06:00,NA,NA,TS
1966171N14260,ADELE,20/06/1966 00:00,EP,MM,TS
1966183N32302,BECKY,01/07/1966 18:00,NA,NA,TS
1966195N19301,CELIA,13/07/1966 12:00,NA,NA,TS
1966204N10325,ELLA,22/07/1966 12:00,NA,NA,TS
1966204N31319,DOROTHY,22/07/1966 18:00,NA,NA,TS
1966215N16244,BLANCA,03/08/1966 00:00,EP,MM,TS
1966220N14237,CONNIE,08/08/1966 00:00,EP,MM,TS
1966229N14257,DOLORES,16/08/1966 12:00,EP,MM,TS
1966233N13340,FAITH,21/08/1966 00:00,NA,NA,TS
1966235N16249,EILEEN,23/08/1966 00:00,EP,MM,TS
1966245N14312,GRETA,01/09/1966 12:00,NA,NA,TS
1966249N16252,FRANCESCA,06/09/1966 00:00,EP,MM,TS
1966251N17231,GRETCHEN,08/09/1966 00:00,EP,MM,TS
1966253N14255,HELGA,09/09/1966 12:00,EP,MM,TS
1966254N11265,IONE,11/09/1966 00:00,EP,MM,TS
1966254N15211,NOT_NAMED,10/09/1966 18:00,EP,CP,TS
1966254N15219,GRETCHEN,11/09/1966 06:00,EP,CP,NR
1966258N14251,JOYCE,15/09/1966 00:00,EP,MM,TS
1966264N22265,HALLIE,20/09/1966 12:00,NA,GM,TS
1966265N10325,INEZ,21/09/1966 12:00,NA,NA,TS
1966269N19245,KIRSTEN,26/09/1966 00:00,EP,MM,TS
1966270N11317,JUDITH,27/09/1966 00:00,NA,NA,TS
1966277N16257,LORRAINE,04/10/1966 00:00,EP,MM,TS
1966290N12263,MAGGIE,16/10/1966 12:00,EP,MM,TS
1966309N27310,LOIS,04/11/1966 12:00,NA,NA,TS
1967159N14243,AGATHA,07/06/1967 12:00,EP,MM,TS
1967167N16259,BRIDGET,16/06/1967 00:00,EP,MM,TS
1967174N15258,CARLOTTA,23/06/1967 00:00,EP,MM,TS
1967186N15220,NOT_NAMED,05/07/1967 06:00,EP,CP,NR
1967187N10264,DENISE,06/07/1967 00:00,EP,MM,TS
1967194N15243,ELEANOR,13/07/1967 00:00,EP,MM,TS
1967205N13262,FRANCENE,24/07/1967 00:00,EP,MM,TS
1967206N15241,GEORGETTE,25/07/1967 00:00,EP,MM,TS
1967224N13253,ILSA,12/08/1967 00:00,EP,MM,TS
1967230N15248,JEWEL,18/08/1967 00:00,EP,MM,TS
1967241N16324,ARLENE,28/08/1967 18:00,NA,NA,TS
1967242N18253,KATRINA,30/08/1967 00:00,EP,MM,TS
1967248N13253,LILY,05/09/1967 00:00,EP,MM,TS
1967248N15340,CHLOE,05/09/1967 00:00,NA,NA,TS
1967249N14303,BEULAH,05/09/1967 12:00,NA,NA,TS
1967251N29283,DORIA,08/09/1967 00:00,NA,NA,TS
1967252N11211,SARAH,08/09/1967 18:00,EP,CP,NR
1967256N16254,MONICA,13/09/1967 06:00,EP,MM,TS
1967257N15247,NANETTE,13/09/1967 12:00,EP,MM,TS
1967270N13313,EDITH,26/09/1967 12:00,NA,NA,TS
1967275N20267,FERN,01/10/1967 18:00,NA,GM,TS
1967279N13251,OLIVIA,06/10/1967 00:00,EP,MM,TS
1967279N17342,GINGER,05/10/1967 12:00,NA,NA,TS
1967287N13259,PRISCILLA,14/10/1967 00:00,EP,MM,TS
1967293N21306,HEIDI,19/10/1967 12:00,NA,NA,TS
1967294N13245,RAMONA,21/10/1967 00:00,EP,MM,TS
1968094S08156,GISELE:GISELLE,04/04/1968 12:00,SP,MM,TS
1968153N17275,ABBY,01/06/1968 06:00,NA,CS,TS
1968170N24280,BRENDA,17/06/1968 12:00,NA,NA,TS
1968173N17258,ANNETTE,20/06/1968 12:00,EP,MM,TS
1968175N20264,CANDY,22/06/1968 18:00,NA,GM,TS
1968186N13256,BONNY,04/07/1968 00:00,EP,MM,TS
1968186N28271,NOT_NAMED,04/07/1968 00:00,NA,GM,TS
1968196N15220,NOT_NAMED,14/07/1968 06:00,EP,CP,NR
1968197N16257,CELESTE,15/07/1968 00:00,EP,MM,TS
1968203N11257,DIANA,21/07/1968 00:00,EP,MM,TS
1968206N11259,ESTELLE,23/07/1968 12:00,EP,MM,TS
1968213N16218,ESTELLE,31/07/1968 00:00,EP,CP,NR
1968214N22219,NOT_NAMED,01/08/1968 00:00,EP,CP,NR
1968218N12256,FERNANDA,05/08/1968 00:00,EP,MM,TS
1968219N12263,GWEN,06/08/1968 00:00,EP,MM,TS
1968223N25281,DOLLY,10/08/1968 00:00,NA,NA,TS
1968230N17252,HYACINTH,17/08/1968 00:00,EP,MM,TS
1968234N10254,JOANNE,21/08/1968 00:00,EP,MM,TS
1968234N13264,IVA,21/08/1968 00:00,EP,MM,TS
1968237N12259,KATHLEEN,24/08/1968 00:00,EP,MM,TS
1968238N35180,VIRGINIA,25/08/1968 06:00,EP,CP,NR
1968239N26273,NOT_NAMED,26/08/1968 00:00,NA,GM,TS
1968241N12259,LIZA,28/08/1968 00:00,EP,MM,TS
1968242N09268,MADELINE,29/08/1968 00:00,EP,MM,TS
1968243N15198,NOT_NAMED,30/08/1968 00:00,EP,CP,NR
1968251N08324,NOT_NAMED,07/09/1968 00:00,NA,NA,TS
1968253N12261,NAOMI,09/09/1968 00:00,EP,MM,TS
1968256N13339,EDNA,11/09/1968 18:00,NA,NA,TS
1968259N32287,NOT_NAMED,14/09/1968 12:00,NA,NA,SS
1968261N12336,NOT_NAMED,17/09/1968 00:00,NA,NA,TS
1968266N16253,ORLA,22/09/1968 00:00,EP,MM,TS
1968267N08317,NOT_NAMED,23/09/1968 00:00,NA,NA,TS
1968268N26286,FRANCES,23/09/1968 12:00,NA,NA,TS
1968270N13261,PAULINE,26/09/1968 00:00,EP,MM,TS
1968280N12262,REBECCA,06/10/1968 00:00,EP,MM,TS
1968288N14280,GLADYS,13/10/1968 12:00,NA,CS,TS
1968293N13268,SIMONE,18/10/1968 18:00,EP,MM,TS
1968295N14256,TARA,20/10/1968 12:00,EP,MM,TS
1968330N22287,NOT_NAMED,24/11/1968 12:00,NA,NA,TS
1969149N12278,NOT_NAMED,29/05/1969 00:00,NA,CS,TS
1969149N26282,NOT_NAMED,29/05/1969 00:00,NA,NA,TS
1969158N17278,NOT_NAMED,07/06/1969 00:00,NA,CS,TS
1969163N21274,NOT_NAMED,12/06/1969 00:00,NA,CS,TS
1969183N13269,AVA,01/07/1969 18:00,EP,MM,TS
1969190N12258,BERNICE,09/07/1969 00:00,EP,MM,TS
1969203N13230,CLAUDIA,22/07/1969 00:00,EP,MM,TS
1969206N09333,ANNA,25/07/1969 06:00,NA,NA,TS
1969206N10305,NOT_NAMED,25/07/1969 00:00,NA,NA,TS
1969216N16253,DOREEN,04/08/1969 00:00,EP,MM,TS
1969223N28288,BLANCHE,11/08/1969 00:00,NA,NA,TS
1969226N18280,CAMILLE,14/08/1969 00:00,NA,CS,TS
1969227N13325,DEBBIE,14/08/1969 12:00,NA,NA,TS
1969235N20253,EMILY,23/08/1969 00:00,EP,MM,TS
1969236N15308,NOT_NAMED,24/08/1969 00:00,NA,NA,TS
1969236N18343,NOT_NAMED,24/08/1969 00:00,NA,NA,TS
1969237N30282,EVE,25/08/1969 00:00,NA,NA,TS
1969241N12298,FRANCELIA,29/08/1969 00:00,NA,CS,TS
1969241N28281,NOT_NAMED,29/08/1969 00:00,NA,NA,TS
1969245N17253,FLORENCE,02/09/1969 00:00,EP,MM,TS
1969248N15343,NOT_NAMED,05/09/1969 00:00,NA,NA,TS
1969249N25283,GERDA,06/09/1969 00:00,NA,NA,TS
1969251N15259,GLENDA,08/09/1969 00:00,EP,MM,TS
1969258N12313,HOLLY,14/09/1969 12:00,NA,NA,TS
1969259N26272,NOT_NAMED,16/09/1969 00:00,NA,GM,TS
1969262N15238,HEATHER,19/09/1969 00:00,EP,MM,TS
1969262N25275,NOT_NAMED,19/09/1969 00:00,NA,GM,TS
1969264N16313,INGA,20/09/1969 12:00,NA,NA,TS
1969265N34289,NOT_NAMED,21/09/1969 12:00,NA,NA,SS
1969268N37325,NOT_NAMED,24/09/1969 12:00,NA,NA,SS
1969273N16248,IRAH,30/09/1969 00:00,EP,MM,TS
1969273N24275,NOT_NAMED,29/09/1969 12:00,NA,GM,SS
1969275N19276,JENNY,01/10/1969 12:00,NA,CS,TS
1969281N20292,KARA,07/10/1969 12:00,NA,NA,TS
1969282N14256,JENNIFER,09/10/1969 00:00,EP,MM,TS
1969290N17275,LAURIE,17/10/1969 00:00,NA,CS,TS
1969302N31318,NOT_NAMED,28/10/1969 12:00,NA,NA,SS
1969304N43303,NOT_NAMED,30/10/1969 12:00,NA,NA,ET
1969326N10279,MARTHA,21/11/1969 12:00,NA,CS,TS
1970003S16165,ADA,03/01/1970 00:00,SP,MM,TS
1970041S14139,DAWN,16/02/1970 00:00,SP,MM,TS
1970043S15163,DOLLY,11/02/1970 12:00,SP,MM,TS
1970058S15200,EMMA,27/02/1970 12:00,SP,MM,TS
1970098S16182,GILLIAN,08/04/1970 00:00,SP,MM,TS
1970100S22189,GILLIAN,10/04/1970 00:00,SP,MM,TS
1970104S10164,ISA,14/04/1970 00:00,SP,MM,TS
1970104S15184,HELEN,13/04/1970 18:00,SP,MM,TS
1970138N12281,ALMA,17/05/1970 18:00,NA,CS,TS
1970151N11261,ADELE,30/05/1970 12:00,EP,MM,TS
1970161N13243,BLANCA,10/06/1970 00:00,EP,MM,TS
1970169N11252,CONNIE,17/06/1970 12:00,EP,MM,TS
1970178N16260,EILEEN,26/06/1970 12:00,EP,MM,TS
1970183N08273,FRANCESCA,01/07/1970 12:00,EP,MM,TS
1970196N15252,GRETCHEN,14/07/1970 12:00,EP,MM,TS
1970198N16257,HELGA,16/07/1970 12:00,EP,MM,TS
1970200N19277,BECKY,19/07/1970 00:00,NA,CS,TS
1970204N14260,IONE-2,22/07/1970 12:00,EP,MM,TS
1970205N18253,IONE-1,24/07/1970 00:00,EP,MM,TS
1970209N33284,NOT_NAMED,27/07/1970 12:00,NA,NA,TS
1970211N17255,JOYCE,29/07/1970 12:00,EP,MM,TS
1970212N18278,CELIA,31/07/1970 00:00,NA,CS,TS
1970215N14342,NOT_NAMED,02/08/1970 12:00,NA,NA,TS
1970217N16260,KRISTEN,05/08/1970 00:00,EP,MM,TS
1970218N28285,NOT_NAMED,05/08/1970 12:00,NA,NA,TS
1970224N19339,NOT_NAMED,11/08/1970 12:00,NA,NA,TS
1970228N11263,LORRAINE,16/08/1970 00:00,EP,MM,TS
1970228N27285,NOT_NAMED,15/08/1970 12:00,NA,NA,TS
1970230N11319,DOROTHY,17/08/1970 12:00,NA,NA,TS
1970233N13231,MAGGIE,20/08/1970 12:00,EP,MM,TS
1970243N16257,NORMA,31/08/1970 00:00,EP,MM,TS
1970244N25186,DOT,01/09/1970 00:00,EP,CP,TS
1970247N18316,NOT_NAMED,03/09/1970 12:00,NA,NA,TS
1970249N15341,NOT_NAMED,05/09/1970 12:00,NA,NA,TS
1970250N14263,ORLENE,07/09/1970 00:00,EP,MM,TS
1970252N15277,ELLA,08/09/1970 12:00,NA,CS,TS
1970255N26283,FELICE,12/09/1970 00:00,NA,NA,TS
1970266N16339,NOT_NAMED,22/09/1970 12:00,NA,NA,TS
1970267N09345,NOT_NAMED,23/09/1970 12:00,NA,NA,TS
1970270N22285,GRETA,26/09/1970 12:00,NA,NA,TS
1970273N27298,NOT_NAMED,29/09/1970 12:00,NA,NA,TS
1970277N12265,PATRICIA,04/10/1970 00:00,EP,MM,TS
1970286N25292,NOT_NAMED,12/10/1970 12:00,NA,NA,SS
1970294N13247,ROSALIE,21/10/1970 00:00,EP,MM,TS
1970294N34312,NOT_NAMED,20/10/1970 12:00,NA,NA,SS
1970306N15252,SELMA,01/11/1970 12:00,EP,MM,TS
1970351S17176,PRISCILLA,16/12/1970 12:00,SP,MM,TS
1970364S15165,ROSIE,30/12/1970 00:00,SP,MM,TS
1971003S31168,ROSIE,03/01/1971 12:00,SP,MM,TS
1971041S20153,DORA,13/02/1971 12:00,SP,MM,TS
1971046S17158,IDA,18/02/1971 12:00,SP,MM,TS
1971048S16141,FIONA,25/02/1971 00:00,SP,MM,TS
1971072S13155,LENA,19/03/1971 00:00,SP,MM,TS
1971142N12267,AGATHA,21/05/1971 12:00,EP,MM,TS
1971166N12270,BRIDGET,14/06/1971 12:00,EP,MM,TS
1971183N11252,CARLOTTA,02/07/1971 00:00,EP,MM,TS
1971184N11262,DENISE,02/07/1971 12:00,EP,MM,TS
